id,severity_reported,severity_normalized,theme,area,files,title,evidence,fix,loc_delta_estimate,sources,in_flight,territory,verify
R-055,Should-fix,Should-fix,god-files,jasper/control/,"jasper/control/handlers/*.py; jasper/control/server.py:52-114,563-859",The handlers/ split increased coupling: 215 _server.<name> reach-throughs over 79 names,"logger x45, log_event x25, asyncio x18, subprocess x14, time x2, json x1 - the mixins go through server to reach stdlib modules; triple-hop private reach at handlers/aec.py:61 (_server._aec_endpoints._TOGGLE_TO_TOKEN); handlers/measurement.py (82 LOC, zero _server. uses) proves it is avoidable","Mixins get their own logger, import stdlib and log_event directly, and import aec_endpoints/state_aggregate/volume_ops by name - removes ~108 of 215 reach-throughs, the 19 delegators and most of the noqa block",-300,T08-C8,#4114,doctor-state-resilience,N
R-056,Should-fix,Should-fix,god-files,jasper/multiroom/,jasper/multiroom/reconcile.py:1596-2459,reconcile.main() is 864 LOC with 5 nonlocal-mutating fallback flags,"fall_back_to_solo at :1692 rebinds 8 names; 3 early returns; 7 numbered ordering steps interleaved with 4 CamillaDSP arms; one function owns role resolution, provisioning, 4 derived-file writes, unit apply, 2 endpoint gates, the stream pin and the source handoff","Extract the pure part into resolve(cfg, active_box_state) -> RoleDecision, then split the CamillaDSP work into _apply_leader_arm / _apply_follower_arm; the 5 nonlocals collapse to one returned value",0,T09-C2,,steward-general,N
R-057,Should-fix,Should-fix,god-files,jasper/active_speaker/,"jasper/active_speaker/baseline_profile.py (4,177 LOC)","baseline_profile owns compilation, apply, banking, pruning and eight readers","6 functions >100 LOC including build_baseline_profile_candidate at 985 LOC / CC138 (3rd highest in the repo); 17 function-local imports; 1,254 prose lines (30%)","Split three ways: baseline_profile/compile.py, /apply.py, /readers.py - no new abstraction, three files under 1,500",0,"T14-3-C2,p0-inventory",,tuning,N
R-058,Should-fix,Should-fix,god-files,jasper/active_speaker/,jasper/active_speaker/crossover_v2/intervention.py:792-1628,plan_linearization is 836 LOC - the largest function in crossover_v2 by 3.3x,"Eight comment runs >=12 lines inside it (:1213-1258 is 46 lines); its own banner comments already name the five stages at :851,:904,:1014,:1213,:1447",Extract _level_frame / _fit_branches / _anchor_and_polish / _grade_and_commit; the ruling-class essays become ADRs per REFACTOR-CUTOVER S7,-350,T13-1-C5,,tuning,N
R-059,Blocker,Should-fix,god-files,jasper/active_speaker/,jasper/active_speaker/crossover_v2/durable_state.py:1030-1592,build_conductor_state is 562 LOC and asks one question two ways,":1425 uses `PHASE_MEASURE in snap.session_phases` while :1473 builds conductor_session_phases from getattr(conductor,'session_phases',()) and :1500 uses that; the docstring says conductors are duck-typed stand-ins, so a stand-in with snapshot().session_phases but no attribute takes the opposite carry-forward branch for the cloud verdict, the findings projection and the MEASURE reservation","One `runs_measure` at the top; then split - the state literal stays and the 15 carry-forward rules become a _CARRY_FORWARD table of (key, scope) applied in a loop",-300,T13-2-C2,,tuning,Y
R-060,Should-fix,Should-fix,god-files,jasper/audio_measurement/,jasper/audio_measurement/spatial_combine.py:805-1250,"detect_echo is 446 LOC, twice the next largest in the package","Its own comments already number the split (--- 1. Locate the direct arrival ---, --- 3a. Signal-presence screen ---); 13 refusal slugs and 2 estimators interleaved","Split on the existing comment boundaries: _arrival_gate, _cepstral_estimate, _envelope_estimate, _screen_candidate, each returning a partial diagnostic detect_echo composes",0,T12-2-C6,,tuning,N
R-061,Should-fix,Should-fix,god-files,jasper/cli/,jasper/cli/aec_bridge.py:351-1058,_aec_loop is 708 LOC - the AEC tile's god function,"Holds setup, per-frame fan-out to 9 optional legs, USB-leg selection, debug WAVs and RMS logging; 12 functions >=100 LOC in the tile","Move the per-frame optional-leg fan-out (:700-930, already pure CorpusLanes state) to CorpusLanes.process_frame and lift :377-600 into a _BridgeRuntime builder - leaves a ~150-LOC loop",0,T07-C4,,hardware-input,N
R-062,Should-fix,Should-fix,god-files,jasper/active_speaker/,jasper/active_speaker/web_measurement.py:849-1382,record_driver_capture is 534 LOC with two disjoint bodies,:1022 branches to an 8-line simple path or ~310 lines of reservation/aggregate/finalize orchestration ending in a second 251-line helper _finalize_driver_repeat_set; 24 function-local imports in the file,"Extract one _prepare_capture(...) value, then two entry points: record_driver_capture (simple) and record_driver_repeat_attempt (orchestration)",0,T14-3-C4,,tuning,N
R-063,Should-fix,Should-fix,god-files,rust/jasper-outputd/,rust/jasper-outputd/src/state.rs:931-1890,snapshot_json is 959 LOC - 43% of the file's production code,"17 top-level `buf.push_str(r#""""<block>"":{""#)` sites, each block 20-160 lines of push_kv_* plus a comma push","One fn <block>_json(&self, buf) per block plus a Block helper that owns the comma; mechanical, wire already pinned by the key-contract test",0,T20-C10,,hardware-input,N
R-064,Should-fix,Should-fix,god-files,rust/,rust/jasper-outputd/src/config.rs:301-893; rust/jasper-fanin/src/config.rs:608-1180,Both daemons' Config::from_env are ~580 LOC of parse plus validation,outputd mixes 8 concerns in one body with the shape guards at :741-782 unreadable without scrolling past 400 lines of parsing; fanin's cushion-decay block alone is ~145 LOC,"Split by concern into resolve_* helpers plus one validate_shape(&Config) -> Result<()>; validate_shape becomes unit-testable on a Config literal, which lets ~30 prose-asserting tests become structured",0,"T20-C11,T19-1-F4",,hardware-input,N
R-065,Should-fix,Should-fix,god-files,jasper/ (platform),jasper/config.py:461-958,Config.from_env is 498 LOC with ~250 interleaved comment lines and ~94 kwargs,"94 fields all reachable (none dead - 5 reach consumers only through string dispatch); config.py:393-396,443-444,889-891 already document the Pattern-2 migration transit and research completed, and 4 integration blocks (spotify, google, home_assistant, weather - ~20 fields) are the same shape","Finish the Pattern-2 migration first (~130 LOC out), stop re-declaring 9 paths other modules own, then move VoiceConfig (~40 fields) to jasper/voice/config.py; config.py lands ~250 LOC",-700,"T18-3,p0-config-4",,steward-general,N
R-066,Should-fix,Should-fix,god-files,jasper/voice/,jasper/voice/daemon_main.py:648-1290,run() is 643 LOC of linear wiring with ~40 locals,"One function builds pricing, usage, spend cap, camilla, renderer, weather, transit, routes, HA, volume stack, timers, research, cues, wake-event store, registry, tool catalog, signal handlers, the connection, the mic/TTS AsyncExitStack, the heartbeat, WakeLoop, the control socket and a 40-line shutdown",Extract the pre-hardware half (:648-990) into _build_services(cfg) -> Services and the shutdown into Services.aclose() - the finally block already enumerates the fields,0,T01-F12,,steward-general,N
R-067,Should-fix,Should-fix,god-files,jasper/cli/,jasper/cli/audio_hw_validate.py:241-436,run_audio_hardware_validation is a 196-LOC function branching into two unrelated validation flows,"profile branches to outputd-stability (~25 lines) or chip-AEC (~150 lines: readiness gate, preflight sample, probe gate, chip readback/poll, final sample, artifact build)",Split into _run_outputd_stability_validation and _run_chip_aec_validation called from a slim dispatcher,0,T17-2-C3,,hardware-input,N
R-068,Should-fix,Should-fix,god-files,deploy/assets/,"deploy/assets/correction/js/main.js (3,450 LOC)",The last ES5 IIFE god-module in the management UI,"Hand-rolls its own poll loop, DOM chart, mic-capture worklet and WAV encoder while every sibling correction file (crossover, measurements, bass, cloud) is a modern ES module consuming the shared layer; startMicCapture alone runs ~165 lines",Migrate onto measurement-audio.js / startPolling / frequency-chart.js - see the three specific duplications,-400,"T25-2-C7,T25-2-C14",#4031,web-ui,N
R-069,Should-fix,Should-fix,god-files,deploy/,"deploy/index.html:935-1181,1421-1431","The landing page inlines 1,211 CSS/JS lines and re-implements controlToken()",The only page not using deploy/assets/<page>/; includes a 246-line volume-slider IIFE and a second controlToken() (meta tag -> localStorage) duplicating shared/js/http.js:35-41; tests/test_landing_page_html.py is 828 lines of source-text assertions over it,"Move to deploy/assets/landing/{landing.css,main.js} as ES modules importing shared/js/http.js; keep only the capability/token placeholders inline",-1100,T24-C7,,web-ui,N
R-070,Should-fix,Should-fix,god-files,jasper/active_speaker/crossover_v2/,"jasper/active_speaker/crossover_v2/round_views.py (2,090 LOC)",Ten view builders whose consumers are already ten separate CLI modules,"grades.py, seats.py, repeat.py, cloud_binding.py each consume one or a few builders 1:1; cloud_binding_view alone is 191 LOC with six function-local imports",Split by consumer into round_views/ submodules; keep BankedRound + load_banked_round as the shared head,0,T13-1-C13,,tuning,N
R-071,Should-fix,Should-fix,god-files,jasper/,"jasper/ring_assets.py (1,602 LOC)",ring_assets covers the three concerns its own docstring enumerates,"asset vocab+presence+provenance (:38-460), conf.d parse+render (:467-955), SHM header + flow/stall/coherence (:956-1602)","Split on those exact lines: ring_assets.py / ring_conf.py / ring_header.py - import-cheapness improves, not degrades",0,T05-C10,,hardware-input,N
R-072,Should-fix,Should-fix,god-files,jasper/fanin/,"jasper/fanin/coupling_reconcile.py:1083 (reconcile_auto, 214 code-LOC)",reconcile_auto does two jobs; the seam exists as a 164-LOC sibling,Steps 1 plus the combo-only fan-in restart are pure USB-combo work; coupling_auto.py already owns combo_is_armed/usb_combo_actions but not their I/O or restart,"Move the combo half into coupling_auto.py as one converge_usb_combo(...) -> ComboResult; reconcile_auto becomes ~40 lines of 'combo, then ring'",0,T05-C9,,hardware-input,N
R-073,Should-fix,Should-fix,god-files,deploy/,deploy/install.sh:2242-2335; deploy/lib/install/systemd-units.sh:1302-1877,The full/streambox install fork is expressed by copy in ~8 places,"Two 40-line main() call lists differing by 6 steps; 12 *_streambox_* twins; 365 lines of hand-written dry-run prose in two heredocs; install_systemd_units (552 LOC) re-inlines byte-for-byte what the streambox path reaches through six extracted helpers; profile is also a marker file, a jasper.env key, a bash parser mirroring install_profile.py and a frozenset in jasper-deploy-health:44","One STEPS table (name | profiles | fn | plan-phrase) that main() iterates and --dry-run prints; deletes both heredocs, both main() bodies, tests/test_install_plan_covers_main.py and ~250 lines of systemd-units.sh",-800,"T23-C2,T24-C3",,steward-general,Y
R-074,Should-fix,Should-fix,boundaries-cycles,jasper/ (repo-wide),"jasper/active_speaker/*, jasper/sound/camilla_yaml.py:90,281,563; jasper/output_topology.py:1660",The 98-module import cycle exists only via function-local imports,"Tarjan over module-level imports: largest SCC is 6 (config/oauth) and no active_speaker module is in it; adding deferred edges yields one 98-99 module SCC spanning sound/, camilla*, fanin/, multiroom/, output_topology, bass_extension/, volume_* and 30 active_speaker modules. No single edge frees it (best single removal: 99->86)","Say it out loud in the doctrine, then retire named deferred edges one at a time. Highest-value: move the flat-graph verifier from runtime_contract into jasper/sound/; move OUTPUTD_LEGAL_ENDPOINT_DEVICES + active_topology_requires_roleful_graph down to playback_route; move MIN/MAX_RING_CHANNELS to fanin_coupling; move SNAPFIFO to a leaf",0,"T14-1-F6,T14-2-C5,T14-3-C11,T14-4-C6,p0-inventory-6",,tuning,Y
R-075,Blocker,Should-fix,boundaries-cycles,jasper/active_speaker/crossover_v2/,jasper/active_speaker/crossover_v2/contracts.py:25 -> branch_chain.py:22,The package's import-cost charter is false at HEAD,"contracts.py imports CrossoverSection from branch_chain, which imports numpy at module level plus jasper.sound.profile and audio_measurement.*; __init__.py:10-12, contracts.py:1277-1280 and measure_spec.py:10-12 all justify duplications by an import cost that is paid anyway","Move CrossoverSection (a 3-field plain dataclass, branch_chain.py:111-118) into a leaf; then the S12 duplication, measure_spec's copy and __init__'s re-export all become true",-5,T13-1-C1,,tuning,Y
R-076,Should-fix,Should-fix,boundaries-cycles,jasper/web/ + jasper/active_speaker/,jasper/web/sound_setup.py:100-119 <- jasper/active_speaker/web_commissioning.py,"12 private names cross a package boundary, inverting the stated contract","web_commissioning.py:5-11 says it exists so /correction/ can run the prerequisites without importing the /sound/ page module - but /sound/ imports _blocked_startup_anchor, _commission_tone_*, _summed_playback_with_issue and 9 more, plus active_speaker._common.blocker_issue",Promote the 12 to public names in web_commissioning's __all__; the _active_speaker_* move then removes most call sites,0,"T16-2-C3,T14-1-F2",#4085 owner call 1,tuning,N
